date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-03-26 23:49:42,meteorologo777,,0,0,0,"Queen Elizabeth in ""Smart Working"" . #COVID2019 #coronavirus #COVID19 ",,,#COVID2019 #coronavirus #COVID19,1243324279346868226,https://twitter.com/meteorologo777/status/1243324279346868226
2020-03-26 23:49:41,CraigNigrelli,,0,0,1,"Local medical clinic in Wichita now doing drive through testing for Covid-19. http://www.kake.com/clip/15035008/gracemed-testing-for-covid-19 #coronavirus #Wichita",,,#coronavirus #Wichita,1243324275962101761,https://twitter.com/CraigNigrelli/status/1243324275962101761
2020-03-26 23:49:39,zerosecunclosed,Melxray,1,0,0,"I'm just curious, which site does this data come from? Absolutely not saying it's not valid, just curious. Many Covid-19 websites have been hacked, bought to spread malware, spyware #coronavirus #BeSafePeople #WatchWhatYouInstall #ThinkofOthers",,,#coronavirus #BeSafePeople #WatchWhatYouInstall #ThinkofOthers,1243324267141500935,https://twitter.com/zerosecunclosed/status/1243324267141500935
2020-03-26 23:49:35,PartiPants27,,0,0,1,"america after its been confirmed that it has the most number of confirmed covid 19 cases #coronavirus ",,,#coronavirus,1243324250867380224,https://twitter.com/PartiPants27/status/1243324250867380224
2020-03-26 23:49:34,coronawatch_eu,nmemonic,0,0,1,"viruses ""generally"". that's the problem. no one knows yet if COVID-19 weakens in warmer weather. why is the coronavirus present in FL?",,,,1243324245486325762,https://twitter.com/coronawatch_eu/status/1243324245486325762
2020-03-26 23:49:34,EvanDauster,,0,0,0,"CDC Says 2018 Flu Killed More Than Coronavirus Will: Alex Jones breaks down the CDC report that claims the 2018 flu killed more than what is projected for covid-19. ""Take advantage of the power of our Pregnenolone formulas with the Ultimate… http://dlvr.it/RSdTKT &lt;&lt;-",,,,1243324244982824962,https://twitter.com/EvanDauster/status/1243324244982824962
2020-03-26 23:49:33,africabravo,,0,0,0,"Something beautiful amongst all this #COVID2019 hideousness. The moon is still bright and the planets shine so brightly. Stunning #Venus and a wee crescent moon over the skies of Northumberland. Breathe deep. #COVID19 #coronavirus ",,,#COVID2019 #Venus #COVID19 #coronavirus,1243324242629988352,https://twitter.com/africabravo/status/1243324242629988352
2020-03-26 23:49:33,KDemurchyan,,0,0,1,"Boost #ImmuneSystem With Natural Remedies Prevent Colds &amp; #Flu / Improve Well-Being #COVID19 #Coronavirus ",,,#ImmuneSystem #Flu #COVID19 #Coronavirus,1243324241900158982,https://twitter.com/KDemurchyan/status/1243324241900158982
2020-03-26 23:49:33,CyberTaters,,0,0,0,"Potato crime threat advice updated over coronavirus scams - https://www.nonsell.com/au-market-news/cyber-crime-threat-advice-updated-over-coronavirus-scams/Cyber attackers are targeting people's increased dependence on digital networks during the COVID-19 outbreak...",,,,1243324241854042114,https://twitter.com/CyberTaters/status/1243324241854042114
2020-03-26 23:49:33,EdcrowB,WhiteHouse,0,0,0,"#PINO SHUT UP! #coronavirus #Covid_19 #coronapocolypse #CoronavirusPandemic #CoronavirusOutbreak @realDonaldTrump is #NotMyPresident is the #KingOfFools and is #ShamingTheUSA and #DestroyingTheUSA!!",,@realDonaldTrump,#PINO #coronavirus #Covid_19 #coronapocolypse #CoronavirusPandemic #CoronavirusOutbreak #NotMyPresident #KingOfFools #ShamingTheUSA #DestroyingTheUSA,1243324241665126400,https://twitter.com/EdcrowB/status/1243324241665126400
2020-03-26 23:49:33,freshpangolin,,0,0,0,"Keep your trickery Covid-19, Coronavirus, liar, foe of the human race, begetter of death, robber of life, corrupter of justice, seducer of men, betrayer of nations, instigator of envy, font of avarice, fomentor of discord. Banish by -SelfIsolate -SocialDistance -Soapywash -Truth ",,,,1243324240042110979,https://twitter.com/freshpangolin/status/1243324240042110979
2020-03-26 23:49:32,malone_duncan,,2,3,4,"Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $200-$500 through CashApp, Apple Pay #, Venmo or Zelle drop all tags in comments) #Cashappblessing #CashAppCodeGreen #CashAppWisdom",,,#COVID19 #Coronavirus #Cashappblessing #CashAppCodeGreen #CashAppWisdom,1243324238087372800,https://twitter.com/malone_duncan/status/1243324238087372800
2020-03-26 23:49:31,SiriusXMBoxing,CommishRandyG,0,0,1," How's that for a #Quarantine Workout?! @CommishRandyG starting to get warmed up for tomorrow's At the Fights. #COVID19 #coronavirus ",,@CommishRandyG,#Quarantine #COVID19 #coronavirus,1243324232492335104,https://twitter.com/SiriusXMBoxing/status/1243324232492335104
2020-03-26 23:49:30,Holland_Knight,,0,1,1,"Keep up to date on the fast-moving developments in #Tallahassee and around #Florida relating to the #coronavirus. Find out what #Floridabusinesses need to know: https://bit.ly/33QLmBX #COVID19 ",,,#Tallahassee #Florida #coronavirus #Floridabusinesses #COVID19,1243324229996732417,https://twitter.com/Holland_Knight/status/1243324229996732417
2020-03-26 23:49:30,2536luis,,0,0,0,"India's Doctors Worry The Country Is Unprepared For A Coronavirus Surge #CoronavirusOutbreak #COVID19 #coronavirus ",,,#CoronavirusOutbreak #COVID19 #coronavirus,1243324227605807105,https://twitter.com/2536luis/status/1243324227605807105
2020-03-26 23:49:30,hwasakiss,,0,0,1,"donald trump bernie sanders joe biden #kpop fancam focus thread stream rt tom gain trick ifb nsfw 18+ au bts ateez nct loona giveaway itzy ryujin 127 dream yuta piercing coronavirus covid19 tiktok markhyuck taekook vmin namkook trade porn horny art furry ",,,#kpop,1243324227266260993,https://twitter.com/hwasakiss/status/1243324227266260993
2020-03-26 23:49:28,VirusBuster11,HawleyMO,0,0,0,"Exposing the enemy within is sometimes more difficult than fighting in the front line. #ChineseVirus #coronavirus #COVID2019 #COVIDー19 #covid19 #HoldChinaAccountable",,,#ChineseVirus #coronavirus #COVID2019 #COVID #covid19 #HoldChinaAccountable,1243324219976531971,https://twitter.com/VirusBuster11/status/1243324219976531971
2020-03-26 23:49:28,iamthelemongirl,,0,0,0,"Fact or fiction: How much do you know about the coronavirus disease (COVID-19)? | UNICEF ",,,,1243324219141718016,https://twitter.com/iamthelemongirl/status/1243324219141718016
2020-03-26 23:49:27,myminutia,,0,0,0,"One ventilator, two patients: New York hospitals shift to crisis mode #COVID19 #coronavirus ",,,#COVID19 #coronavirus,1243324216642080770,https://twitter.com/myminutia/status/1243324216642080770
2020-03-26 23:49:27,EvieLawson,NatashaC,0,1,3,"Never take the NHS for granted. The UK has its problems but we are unbelievably lucky to live where we do and have access to what we do. Thank you to everyone involved in the NHS #NHSheroes #NHSCLAP #Coronavirus #COVID19 #clapforourcarers #clapforthenhs #COVID2019",,,#NHSheroes #NHSCLAP #Coronavirus #COVID19 #clapforourcarers #clapforthenhs #COVID2019,1243324216453353479,https://twitter.com/EvieLawson/status/1243324216453353479
2020-03-26 23:49:24,CaribBusiness,RafelliLaw,0,3,2,"[NOW] Gov. @wandavazquezg confirms that the Manual and Protocol prepared by her Health Task Force to deal with #Coronavirus #COVID19 WILL BE MADE PUBLIC this weekend on a new website. #Transparency",,@wandavazquezg,#Coronavirus #COVID19 #Transparency,1243324204583452678,https://twitter.com/CaribBusiness/status/1243324204583452678
2020-03-26 23:49:21,BaldwinChills,,0,0,0,"Look at the news headlines from credible news sources and then look at this propaganda from @FoxNews. Doesn’t FoX know the most high-risk group of people (the ones most likely to die) are a majority of their viewers? #COVID19 #coronavirus #FoxNews #CoronavirusPandemic",,@FoxNews,#COVID19 #coronavirus #FoxNews #CoronavirusPandemic,1243324192411410432,https://twitter.com/BaldwinChills/status/1243324192411410432
2020-03-26 23:49:20,Jill_OnTheHill,,0,0,0,"Gen Z - Listen up. Really interesting discussion between ⁦@StephenCurry30⁩ &amp; #DrFauci ⁦@YouTube⁩ #StayAtHome #coronavirus #COVID19 ",,@StephenCurry30 @YouTube,#DrFauci #StayAtHome #coronavirus #COVID19,1243324186774228992,https://twitter.com/Jill_OnTheHill/status/1243324186774228992
2020-03-26 23:49:20,bamy_rash,PhilipObin,1,1,1,"Kindly contact Us bamy global merchandise for high quality Covid-19 supply high quality COVID-19 test kits corona virus fast test kits wholesale price, kindly DM or contact bamyglobal@cosultant.com +8615777877688 lagos ",,,,1243324184652111877,https://twitter.com/bamy_rash/status/1243324184652111877
2020-03-26 23:49:16,relaese,,0,0,1,"Coronavirus: Why Germany has such a low COVID-19 death rate ",,,,1243324170177519617,https://twitter.com/relaese/status/1243324170177519617
2020-03-26 23:49:16,GollyMollyB,,2,0,1,"Trump campaign threatens legal action against coronavirus ad quoting him #congratulationsamerica #covid19 https://www.msnbc.com/morning-joe/watch/trump-campaign-threatens-legal-action-of-coronavirus-ad-81229893822 via @msnbc",,@MSNBC,#congratulationsamerica #covid19,1243324168827023360,https://twitter.com/GollyMollyB/status/1243324168827023360
2020-03-26 23:49:13,alpinesucre,,0,0,0,"Coronavirus: Britons saying final goodbyes to dying relatives by videolink - Restrictions on visits to patients with Covid-19 mean such farewells are increasingly necessary via /r/technology ",,,,1243324156365733889,https://twitter.com/alpinesucre/status/1243324156365733889
2020-03-26 23:49:13,verses_by_mansa,adjoabb,0,0,0,"People am don’t actually know that SARS AND MERS corona I too. They attribute every mention of coronavirus to Covid 19",,,,1243324156307013633,https://twitter.com/verses_by_mansa/status/1243324156307013633
2020-03-26 23:49:12,Covid19DentRes,,0,0,0,"[Correspondence] COVID-19 gives the lie to global health expertise https://ift.tt/2QND8Fc #coronavirus #lancet",,,#coronavirus #lancet,1243324154264399876,https://twitter.com/Covid19DentRes/status/1243324154264399876
2020-03-26 23:49:12,RealCoreyScott,,0,0,0,"If you think we have to protect our freedoms by sacrificing some if them, don't talk to me about oppression. I don't have time to listen to statist bullshit. #COVID19 #coronavirus #CongratulationsAmerica",,,#COVID19 #coronavirus #CongratulationsAmerica,1243324152775401473,https://twitter.com/RealCoreyScott/status/1243324152775401473
2020-03-26 23:49:12,Covid19DentRes,,0,0,0,"[Correspondence] A citizen's thoughts about COVID-19 https://ift.tt/3dv9EWl #coronavirus #lancet",,,#coronavirus #lancet,1243324152590680065,https://twitter.com/Covid19DentRes/status/1243324152590680065
2020-03-26 23:49:11,COVID19USA,,0,0,0,"Calculate your #US #coronavirus stimulus check. ",,,#US #coronavirus,1243324148446887936,https://twitter.com/COVID19USA/status/1243324148446887936
2020-03-26 23:49:11,jenbeccyRN,,0,1,3,"Trump failed to mount an adequate response to the #COVID19 outbreak so he’ll just lie and try to place blame others like the Media, Obama , China... Trump works to rewrite narrative on coronavirus response - POLITICO ",,,#COVID19,1243324148304302083,https://twitter.com/jenbeccyRN/status/1243324148304302083
2020-03-26 23:49:10,DavidWa59907969,,0,1,1,"‘Send everybody home’: potential coronavirus outbreak at Site C dam a threat to Fort St. John, local officials say: https://thenarwhal.ca/send-everybody-home-potential-coronavirus-outbreak-at-site-c-dam-a-threat-to-fort-st-john-local-officials-say/ #bcpoli #COVID19",,,#bcpoli #COVID19,1243324145170931712,https://twitter.com/DavidWa59907969/status/1243324145170931712
2020-03-26 23:49:08,richiesheerin,,2,0,0,"Has the #COVID19 #COVIDー19 #coronavirus data been broken down by county in the North yet? @sinnfeinireland @allianceparty @duponline @SDLPlive @JoeBrolly1993 @healthdpt @nidirect",,@sinnfeinireland @allianceparty @duponline @SDLPlive @JoeBrolly1993 @healthdpt @nidirect,#COVID19 #COVID #coronavirus,1243324137235456002,https://twitter.com/richiesheerin/status/1243324137235456002
2020-03-26 23:49:08,Reem_Abdellatif,,1,3,4,"The US has officially, and quite rapidly surpassed China in the total number of #COVID19 cases. Absolutely devastating. #coronavirus ",,,#COVID19 #coronavirus,1243324134978969601,https://twitter.com/Reem_Abdellatif/status/1243324134978969601
2020-03-26 23:49:08,Jennifer_Grayy,,0,0,0,"""People embrace conspiracy theories because they're afraid. The remedy is to make them feel empowered"" #climatechange #COVID19 Coronavirus shows how to fight disinformation about climate change ",,,#climatechange #COVID19,1243324134710337537,https://twitter.com/Jennifer_Grayy/status/1243324134710337537
2020-03-26 23:49:05,TJSullivanLA,realDonaldTrump,0,0,0,"Wow. He really does sound more and more like Jesus Christ every day … #coronavirus #COVID19 #COVID2019",,,#coronavirus #COVID19 #COVID2019,1243324123390054402,https://twitter.com/TJSullivanLA/status/1243324123390054402
2020-03-26 23:49:03,PaperbirdsH,,0,0,0,"In the news: What's Inside The Senate's $2 Trillion Coronavirus Aid Package http://link.paperbirds.me/RSdTDh #coronavirus #COVID19 #2019ncov",,,#coronavirus #COVID19 #2019ncov,1243324114992951296,https://twitter.com/PaperbirdsH/status/1243324114992951296
2020-03-26 23:49:03,PaperbirdsH,,0,0,0,"In the news: WATCH: White House Holds Briefing As Officials Work On New Coronavirus Guidelines http://link.paperbirds.me/RSdTDY #coronavirus #COVID19 #2019ncov",,,#coronavirus #COVID19 #2019ncov,1243324113927557120,https://twitter.com/PaperbirdsH/status/1243324113927557120
2020-03-26 23:49:03,PaperbirdsH,,0,0,0,"In the news: How you can keep thousands of people from getting coronavirus, in one GIF http://link.paperbirds.me/RSdTBj #coronavirus #COVID19 #2019ncov",,,#coronavirus #COVID19 #2019ncov,1243324112895803392,https://twitter.com/PaperbirdsH/status/1243324112895803392
2020-03-26 23:49:02,kiwicom247,iffydamzzy,0,0,0,"Hi Luther, we apologize for the delay. We are currently experiencing an increased volume of incoming messages due to the Coronavirus/COVID-19 outbreak. One of our colleagues will attend to you once available. Thank you.",,,,1243324111708991497,https://twitter.com/kiwicom247/status/1243324111708991497
2020-03-26 23:49:02,running_kids,,0,0,0,"Some of us remember one-hit wonder The Knack with their hit ""My Sharona"". Well remaining band members do a #coronavirus parody ""My Corona"" with some helpful health tips. #covid19 #staypositive",,,#coronavirus #covid19 #staypositive,1243324109645328388,https://twitter.com/running_kids/status/1243324109645328388
2020-03-26 23:49:00,host24_space,,0,0,0,"Coronavirus outbreak: Trump calls large number of COVID-19 cases ‘tribute’ to U.S. testing | FULL https://host24.space/coronavirus-outbreak-trump-calls-large-number-of-covid-19-cases-tribute-to-u-s-testing-full/",,,,1243324103802658816,https://twitter.com/host24_space/status/1243324103802658816
2020-03-26 23:49:00,fsdeditor,,0,0,1,"The cafeteria has been closed to the public due to COVID-19. #covid19 #coronavirus #foodservice #healthcare",,,#covid19 #coronavirus #foodservice #healthcare,1243324101164322817,https://twitter.com/fsdeditor/status/1243324101164322817
2020-03-26 23:48:57,OracleLaura,,0,0,0,"Coronavirus COVID-19 deaths reach 1696 in France as predicted by OL ---&gt; https://www.facebook.com/permalink.php?story_fbid=2433112246779082&amp;id=361778480579146 #COVID19 #CoronavirusOutbreak #CoronavirusPandemic #CoronaVirusUpdate #France #COVID2019 #VirusCorona #francecoronavirus @fema @CDCgov @FBI @AFP @franceinfo @RTLFrance @FRANCE24",,@fema @CDCgov @FBI @AFP @franceinfo @RTLFrance @FRANCE24,#COVID19 #CoronavirusOutbreak #CoronavirusPandemic #CoronaVirusUpdate #France #COVID2019 #VirusCorona #francecoronavirus,1243324091341262848,https://twitter.com/OracleLaura/status/1243324091341262848
2020-03-26 23:48:57,BD007Marky,,0,0,0,"New video/post on @beforeitsnews: Last Man On Earth: Does Donald Trump Realize He Has an Enemy Within and Where Have All the Fired CEO's Gone? https://beforeitsnews.com/blogging-citizen-journalism/2020/03/last-man-on-earth-does-donald-trump-realize-he-has-an-enemy-within-and-where-have-all-the-fired-ceos-gone-2642523.html #Wormwood #DeborahBirx #YourFired #coronavirus #COVID19",,@beforeitsnews,#Wormwood #DeborahBirx #YourFired #coronavirus #COVID19,1243324090510905353,https://twitter.com/BD007Marky/status/1243324090510905353
2020-03-26 23:48:57,silelf,,0,1,0,"A quick reminder to all #COVID19 #coronavirus ",,,#COVID19 #coronavirus,1243324088560599040,https://twitter.com/silelf/status/1243324088560599040
2020-03-26 23:48:55,JayeDavidson9,CBCNews,1,0,0,"Pandemic refers to an epidemic that has spread over several countries or continents, usually affecting a large number of people & COVID19 is a strain of Coronavirus! @NBCNewsWorld @BBCWorld",,@NBCNewsWorld @BBCWorld,,1243324081904238595,https://twitter.com/JayeDavidson9/status/1243324081904238595
2020-03-26 23:48:55,jenngreenhall,,0,0,1,"Why is the CDC 'sitting on the sidelines' in the Covid-19 fight? - #covid #COVID19 #coronavirus ",,,#covid #COVID19 #coronavirus,1243324080259907584,https://twitter.com/jenngreenhall/status/1243324080259907584
2020-03-26 23:48:53,jpspwf,,0,0,0,"Montana Coronavirus And COVID-19 News http://",,,,1243324072571871237,https://twitter.com/jpspwf/status/1243324072571871237
2020-03-26 23:48:53,SouthlandRemod,,0,0,1,"The comfort & safety of our clients is top priority right now! Here are the precautions our team is taking to help protect your home from COVID-19 during a renovation. https://bit.ly/2Jkr61P #covid19 #coronavirus #losangeles #renovation #remodeling #coronavirusoubreak #corona",,,#covid19 #coronavirus #losangeles #renovation #remodeling #coronavirusoubreak #corona,1243324071057575936,https://twitter.com/SouthlandRemod/status/1243324071057575936
2020-03-26 23:48:51,angelog82070823,,10,30,84,"Do you still believe western media / governments ?? Wake up #COVID19 #coronavirus look for facts. USA is only great in Hollywood movies or self made ranking. ",,,#COVID19 #coronavirus,1243324066477547520,https://twitter.com/angelog82070823/status/1243324066477547520
2020-03-26 23:48:49,DDesBaillets,ranic,1,0,0,"Definitely worth a follow. When #GOP is openly talking about some sort of pandemic driven geriatric-cleansing for the sake of the US economy you know the capitalist crypto-fascists are in full force https://nymag.com/intelligencer/2020/03/dan-patrick-seniors-are-willing-to-die-to-save-economy.html #CoronaVirus #Covid19",,,#GOP #CoronaVirus #Covid19,1243324056025391104,https://twitter.com/DDesBaillets/status/1243324056025391104
2020-03-26 23:48:47,ASIFNASIM15,,0,0,2,"Shame on the popular and most prestigious newspaper for showing your face with a cartoon of Coronavirus with a muslim dress. Stop spreading hate for your business. It seems that you hate the muslims. And their minds are as dirty as Covid-19 #Islamophobia",,,#Islamophobia,1243324047720505344,https://twitter.com/ASIFNASIM15/status/1243324047720505344
2020-03-26 23:48:43,jas0nsg,,0,0,0,"US overtook China #ChineseVirus #ChineseCoronavirus #WuhanCoronavirus #CoronavirusPandemic #COVID2019 #Covid_19 #COVID19 #CoronavirusOutbreak #Coronavirus ",,,#ChineseVirus #ChineseCoronavirus #WuhanCoronavirus #CoronavirusPandemic #COVID2019 #Covid_19 #COVID19 #CoronavirusOutbreak #Coronavirus,1243324029609504768,https://twitter.com/jas0nsg/status/1243324029609504768
2020-03-26 23:48:41,MissionViejoCA,,0,2,1,"Residents can now sign up to receive text message updates related to novel coronavirus (COVID-19) in Orange County. To opt-in for this service, text OCCOVID19 to 888777. https://bit.ly/2JkgCQ2",,,,1243324021787127808,https://twitter.com/MissionViejoCA/status/1243324021787127808
2020-03-26 23:48:37,DenRepublican,,0,0,0,"The U.S. may end up with the worst COVID-19 outbreak in the industrialized world. @edyong209 explains how it will play out: https://www.theatlantic.com/health/archive/2020/03/how-will-coronavirus-end/608719/?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=share #COVID19 #coronavirus #GenC #pandemic",,@edyong209,#COVID19 #coronavirus #GenC #pandemic,1243324006469472256,https://twitter.com/DenRepublican/status/1243324006469472256
2020-03-26 23:48:33,TimeSystemsInt1,,0,0,0,"How Long Should Social Distancing Last? When Will COVID-19 Coronavirus End? http://dlvr.it/RSdT8b",,,,1243323990124290049,https://twitter.com/TimeSystemsInt1/status/1243323990124290049
2020-03-26 23:48:31,JamesPixton,JBCoke99,0,0,0,"Get used to... the dead bodies? The horror of loved ones dying? The world economy going into the toilet? People dying of strange little things because all our healthcare resources are consumed by #coronavirus #COVID19? Yeah, buddy. #TooMuchWinning #25AmendmentNow",,,#coronavirus #COVID19 #TooMuchWinning #25AmendmentNow,1243323980930355201,https://twitter.com/JamesPixton/status/1243323980930355201
2020-03-26 23:48:30,WWcovid19update,,0,2,1,"NEW: Germany reports 6,615 new cases of coronavirus and 61 new deaths. A total of 43,938 cases and 267 deaths.",,,,1243323977055064064,https://twitter.com/WWcovid19update/status/1243323977055064064
2020-03-26 23:48:30,paul_48n,,0,0,0,"BBC News - Coronavirus: Inside a Covid-19 intensive care unit ",,,,1243323975637192704,https://twitter.com/paul_48n/status/1243323975637192704
2020-03-26 23:48:29,realdevinhammer,,0,0,0,"Bitch, I wanna leave but everyone has diseases. #coronavirus #COVID19 #ChineseVirus #stayhome #SocialDistance #SocialDistancingNow",,,#coronavirus #COVID19 #ChineseVirus #stayhome #SocialDistance #SocialDistancingNow,1243323972722311168,https://twitter.com/realdevinhammer/status/1243323972722311168
2020-03-26 23:48:27,doctorgfitness,,0,0,1,"one thing about us in #America, we have become a very angry people, time to reset that, tune out anger salesman &amp; agents of turmoil from our lives, get back to family, sports, little league, picnics &amp; camping #CoronavirusOubreak #coronaviruske #CovidNGR #COVID19 #coronavirus",,,#America #CoronavirusOubreak #coronaviruske #CovidNGR #COVID19 #coronavirus,1243323965709393920,https://twitter.com/doctorgfitness/status/1243323965709393920
2020-03-26 23:48:27,abj165,,0,0,0,"Coronavirus: Singapore scientists on the front lines of fight against Covid-19 ",,,,1243323962936836096,https://twitter.com/abj165/status/1243323962936836096
